"TEAM"	"PCT"	"Player"	"Pos"	"Age"	"GP"	"PER"
"20319"	"san antonio spurs"	0.670731707317073	"Kyle Anderson"	"SF"	21	33	8.2
"20655"	"houston rockets"	0.5	"Clint Capela"	"C"	21	77	18.3
"20710"	"orlando magic"	0.426829268292683	"Elfrid Payton"	"PG"	21	73	13.9
"20821"	"memphis grizzlies"	0.51219512195122	"Jordan Adams"	"SG"	21	2	17.3
"20942"	"philadelphia 76ers"	0.121951219512195	"Nerlens Noel"	"C"	21	67	16.2
"20997"	"brooklyn nets"	0.25609756097561	"Rondae Hollis-Jefferson"	"SF"	21	29	14.2
"21116"	"minnesota timberwolves"	0.378048780487805	"Andrew Wiggins"	"SF"	21	82	16.5
"21140"	"chicago bulls"	0.5	"Bobby Portis"	"PF"	21	64	14.9
"21178"	"charlotte hornets"	0.439024390243902	"Christian Wood"	"PF"	21	13	15.1
"21198"	"utah jazz"	0.621951219512195	"Dante Exum"	"PG"	21	66	8.5
"21299"	"toronto raptors"	0.621951219512195	"Jakob Poeltl"	"C"	21	54	12.2
"21308"	"boston celtics"	0.646341463414634	"James Young"	"SG"	21	29	10
"21424"	"sacramento kings"	0.390243902439024	"Malachi Richardson"	"SG"	21	22	9.6
"21586"	"philadelphia 76ers"	0.341463414634146	"Timothé Luwawu-Cabarrot"	"SF"	21	69	8.5
"21597"	"utah jazz"	0.621951219512195	"Trey Lyles"	"PF"	21	71	9.9
"21606"	"phoenix suns"	0.292682926829268	"Tyler Ulis"	"PG"	21	61	13
"21628"	"minnesota timberwolves"	0.378048780487805	"Zach LaVine"	"SG"	21	47	14.6
"21710"	"houston rockets"	0.792682926829268	"Chinanu Onuaku"	"C"	21	1	-3.2
"21782"	"indiana pacers"	0.585365853658537	"Domantas Sabonis"	"C"	21	74	17.5
"21897"	"los angeles clippers"	0.51219512195122	"Jawun Evans"	"PG"	21	48	7.2
"22150"	"sacramento kings"	0.329268292682927	"Skal Labissière"	"PF"	21	60	14.3
"22197"	"atlanta hawks"	0.292682926829268	"Tyler Dorsey"	"SG"	21	56	10
"22292"	"los angeles lakers"	0.451219512195122	"Brandon Ingram"	"SF"	21	52	13.4
"22395"	"phoenix suns"	0.231707317073171	"Dragan Bender"	"PF"	21	46	9.5
"22428"	"philadelphia 76ers"	0.621951219512195	"Furkan Korkmaz"	"SG"	21	48	11.5
"22473"	"memphis grizzlies"	0.402439024390244	"Ivan Rabb"	"PF"	21	49	16.1
"22491"	"denver nuggets"	0.658536585365854	"Jamal Murray"	"PG"	21	75	16
"22525"	"los angeles clippers"	0.585365853658537	"Jerome Robinson"	"SG"	21	33	7.2
"22619"	"los angeles lakers"	0.451219512195122	"Lonzo Ball"	"PG"	21	47	11.7
"22674"	"los angeles lakers"	0.451219512195122	"Moritz Wagner"	"C"	21	43	10.1
"22782"	"washington wizards"	0.390243902439024	"Thomas Bryant"	"C"	21	72	21
"22785"	"milwaukee bucks"	0.731707317073171	"Thon Maker"	"C"	21	35	12.9
"79"	"atlanta hawks"	0.458333333333333	"Med Park"	"SF"	22	40	10.9
"112"	"sacramento kings"	0.430555555555556	"Bob Burrow"	"C"	22	67	13.1
"150"	"golden state warriors"	0.513888888888889	"Hal Lear"	"G"	22	3	1
"165"	"philadelphia 76ers"	0.527777777777778	"Joe Holup"	"SF"	22	71	12.7
"181"	"atlanta hawks"	0.472222222222222	"Norm Stewart"	"F"	22	5	-1.9
"225"	"new york knicks"	0.486111111111111	"Brendan McCann"	"PG"	22	36	6.6
"251"	"los angeles lakers"	0.263888888888889	"George Brown"	"F"	22	1	-7.2
"426"	"atlanta hawks"	0.613333333333333	"Bob Ferry"	"C"	22	62	11.5
"462"	"boston celtics"	0.786666666666667	"Gene Guarilia"	"SF"	22	48	7.7
"481"	"boston celtics"	0.786666666666667	"John Richter"	"C"	22	66	8.1
"546"	"new york knicks"	0.265822784810127	"Darrall Imhoff"	"C"	22	62	8.7
"580"	"golden state warriors"	0.582278481012658	"Joe Ruklick"	"PF"	22	29	7.8
"636"	"sacramento kings"	0.5375	"Bevo Nordmann"	"C"	22	58	9.5
"662"	"sacramento kings"	0.5375	"Dave Zeller"	"PG"	22	61	9.1
"737"	"washington wizards"	0.225	"Walt Bellamy"	"C"	22	79	26.3
"772"	"atlanta hawks"	0.6	"Chico Vaughn"	"SG"	22	77	13.2
"788"	"washington wizards"	0.3125	"Don Nelson"	"SF"	22	62	13.8
"806"	"golden state warriors"	0.3875	"Howie Montgomery"	"SF"	22	20	9.9
"832"	"philadelphia 76ers"	0.6	"Len Chappell"	"PF"	22	80	17.2
"844"	"philadelphia 76ers"	0.6	"Porter Meriwether"	"PG"	22	31	12.4
"878"	"new york knicks"	0.275	"Art Heyman"	"SG"	22	75	14.7
"925"	"atlanta hawks"	0.575	"Gerry Ward"	"SG"	22	24	7
"938"	"los angeles lakers"	0.525	"Jim King"	"PG"	22	60	11.4
"1004"	"golden state warriors"	0.2125	"Barry Kramer"	"SF"	22	33	11.1
"1051"	"sacramento kings"	0.6	"Happy Hairston"	"PF"	22	61	15
"1083"	"golden state warriors"	0.2125	"McCoy McLemore"	"SF"	22	78	9.8
"1093"	"detroit pistons"	0.3875	"Reggie Harding"	"C"	22	78	13
"1100"	"philadelphia 76ers"	0.5	"Steve Courtin"	"SG"	22	24	6.9
"1109"	"washington wizards"	0.4625	"Wali Jones"	"SG"	22	77	9.6
"1196"	"sacramento kings"	0.5625	"Jon McGlocklin"	"SG"	22	72	12.1
"1220"	"boston celtics"	0.675	"Ron Watts"	"F"	22	1	24.8
"1230"	"detroit pistons"	0.275	"Tom Van Arsdale"	"SG"	22	79	10.6
"1261"	"new york knicks"	0.444444444444444	"Cazzie Russell"	"SF"	22	77	14.2
"1299"	"new york knicks"	0.444444444444444	"Henry Akin"	"PF"	22	50	8.5
"1308"	"boston celtics"	0.740740740740741	"Jim Barnett"	"SG"	22	48	10.4
"1316"	"los angeles lakers"	0.444444444444444	"John Block"	"PF"	22	22	15.1
"1332"	"atlanta hawks"	0.481481481481481	"Lou Hudson"	"SF"	22	80	15.3
"1364"	"sacramento kings"	0.481481481481481	"Walt Wesley"	"C"	22	64	8.6
"1529"	"new york knicks"	0.524390243902439	"Walt Frazier"	"PG"	22	74	15.4
"1546"	"washington wizards"	0.695121951219512	"Barry Orms"	"PG"	22	64	3.2
"1558"	"oklahoma city thunder"	0.365853658536585	"Bob Kauffman"	"C"	22	82	12.5
"1571"	"milwaukee bucks"	0.329268292682927	"Charlie Paulk"	"PF"	22	17	3.9
"1700"	"houston rockets"	0.451219512195122	"Stu Lantz"	"SG"	22	73	11.9
"1759"	"atlanta hawks"	0.585365853658537	"Butch Beard"	"PG"	22	72	15.7
"1846"	"milwaukee bucks"	0.682926829268293	"Kareem Abdul-Jabbar"	"C"	22	82	22.5
"1857"	"oklahoma city thunder"	0.439024390243902	"Lucius Allen"	"PG"	22	81	13.7
"1936"	"detroit pistons"	0.548780487804878	"Bob Lanier"	"C"	22	82	20
"1940"	"atlanta hawks"	0.439024390243902	"Bob Riley"	"F"	22	7	10.9
"1958"	"los angeles clippers"	0.268292682926829	"Cornell Warner"	"C"	22	65	11.1
"1965"	"cleveland cavaliers"	0.182926829268293	"Dave Sorenson"	"PF"	22	79	15.2
"1982"	"los angeles lakers"	0.585365853658537	"Earnie Killum"	"G"	22	4	-5.3
"1999"	"oklahoma city thunder"	0.463414634146341	"Gar Heard"	"PF"	22	65	10.4
"2018"	"atlanta hawks"	0.439024390243902	"Herb White"	"PG"	22	38	8.4
"2039"	"cleveland cavaliers"	0.182926829268293	"Joe Cooke"	"SG"	22	73	10.4
"2041"	"phoenix suns"	0.585365853658537	"Joe Thomas"	"SF"	22	39	4.3
"2068"	"golden state warriors"	0.5	"Levi Fontaine"	"SG"	22	35	12.1
"2073"	"milwaukee bucks"	0.804878048780488	"Marv Winkler"	"G"	22	3	11.4
"2095"	"chicago bulls"	0.621951219512195	"Paul Ruffner"	"C"	22	10	12.5
"2119"	"sacramento kings"	0.402439024390244	"Tiny Archibald"	"PG"	22	82	14
"2147"	"milwaukee bucks"	0.768292682926829	"Barry Nelson"	"C"	22	28	7.6
"2256"	"sacramento kings"	0.365853658536585	"Jake Jones"	"SG"	22	11	8.2
"2258"	"atlanta hawks"	0.439024390243902	"Jeff Halliburton"	"SG"	22	37	12.4
"2375"	"portland trail blazers"	0.219512195121951	"William Smith"	"C"	22	22	10.8
"2399"	"detroit pistons"	0.48780487804878	"Bob Nash"	"SF"	22	36	2.6
"2415"	"milwaukee bucks"	0.731707317073171	"Chuck Terry"	"SF"	22	67	5
"2421"	"phoenix suns"	0.463414634146341	"Corky Calhoun"	"SF"	22	82	7.5
"2551"	"milwaukee bucks"	0.731707317073171	"Mickey Davis"	"SF"	22	74	12.2
"2583"	"chicago bulls"	0.621951219512195	"Rowland Garrett"	"SF"	22	35	16.7
"2588"	"phoenix suns"	0.463414634146341	"Scott English"	"SF"	22	29	11.2
"2594"	"atlanta hawks"	0.560975609756098	"Steve Bracey"	"PG"	22	70	12.7
"2605"	"new york knicks"	0.695121951219512	"Tom Riker"	"C"	22	14	14.1
"2624"	"new york knicks"	0.597560975609756	"Allie McGuire"	"SG"	22	2	10.3
"2676"	"golden state warriors"	0.536585365853659	"Derrek Dickey"	"PF"	22	66	13.4
"2785"	"phoenix suns"	0.365853658536585	"Mike Bantom"	"PF"	22	76	11.7
"2789"	"sacramento kings"	0.402439024390244	"Mike Ratliff"	"C"	22	2	0
"2837"	"sacramento kings"	0.402439024390244	"Ted Manakas"	"SG"	22	5	7.2
"2929"	"atlanta hawks"	0.378048780487805	"Dwight Jones"	"C"	22	75	14.4
"3070"	"oklahoma city thunder"	0.524390243902439	"Rod Derline"	"SG"	22	58	12.2
"3092"	"oklahoma city thunder"	0.524390243902439	"Tal Skinner"	"SF"	22	73	9
"3097"	"oklahoma city thunder"	0.524390243902439	"Tom Burleson"	"C"	22	82	16.1
"3128"	"portland trail blazers"	0.451219512195122	"Bob Gross"	"SF"	22	76	15.6
"3135"	"oklahoma city thunder"	0.524390243902439	"Bruce Seals"	"SF"	22	81	11.5
"3166"	"milwaukee bucks"	0.463414634146341	"Dave Meyers"	"PF"	22	72	13.4
"3204"	"milwaukee bucks"	0.463414634146341	"Gary Brokaw"	"SG"	22	75	14.9
"3206"	"new york knicks"	0.463414634146341	"Gene Short"	"SF"	22	27	9.7
"3227"	"boston celtics"	0.658536585365854	"Jerome Anderson"	"SG"	22	22	13
"3238"	"utah jazz"	0.463414634146341	"Jim McElroy"	"PG"	22	51	12.5
"3321"	"utah jazz"	0.463414634146341	"Rich Kelley"	"C"	22	75	19.3
"3349"	"detroit pistons"	0.439024390243902	"Terry Thomas"	"PF"	22	28	16.3
"3367"	"philadelphia 76ers"	0.560975609756098	"World B. Free"	"SG"	22	71	14.8
"3529"	"philadelphia 76ers"	0.609756097560976	"Joe Bryant"	"PF"	22	61	14.1
"3565"	"washington wizards"	0.585365853658537	"Larry Wright"	"PG"	22	78	13
"3605"	"washington wizards"	0.585365853658537	"Mitch Kupchak"	"C"	22	82	19.3
"3647"	"atlanta hawks"	0.378048780487805	"Ron Davis"	"SF"	22	7	2.1
"3657"	"chicago bulls"	0.536585365853659	"Scott May"	"SF"	22	72	14.1
"3698"	"los angeles lakers"	0.548780487804878	"Adrian Dantley"	"SF"	22	56	19.8
"3715"	"detroit pistons"	0.463414634146341	"Ben Poquette"	"PF"	22	52	10.6
"3749"	"boston celtics"	0.390243902439024	"Cedric Maxwell"	"SF"	22	72	17.8
"3836"	"indiana pacers"	0.378048780487805	"James Edwards"	"C"	22	58	14.8
"3878"	"los angeles lakers"	0.548780487804878	"Kenny Carr"	"PF"	22	52	9.2
"3921"	"phoenix suns"	0.597560975609756	"Mike Bratz"	"PG"	22	80	9.5
"3926"	"los angeles clippers"	0.329268292682927	"Mike Glenn"	"SG"	22	56	14.3
"3963"	"houston rockets"	0.341463414634146	"Robert Reid"	"SF"	22	80	11.3
"3982"	"golden state warriors"	0.524390243902439	"Sonny Parker"	"SF"	22	82	17.4
"3997"	"new york knicks"	0.524390243902439	"Toby Knight"	"SF"	22	80	12.2
"4006"	"atlanta hawks"	0.5	"Tony Robertson"	"SG"	22	63	10.6
"4068"	"atlanta hawks"	0.560975609756098	"Butch Lee"	"PG"	22	49	12.2
"4080"	"portland trail blazers"	0.548780487804878	"Clemon Johnson"	"C"	22	74	12.1
"4090"	"washington wizards"	0.658536585365854	"Dave Corzine"	"C"	22	59	12.5
"4128"	"milwaukee bucks"	0.463414634146341	"George Johnson"	"PF"	22	67	14
"4154"	"boston celtics"	0.353658536585366	"Jeff Judkins"	"SF"	22	81	14.5
"4215"	"san antonio spurs"	0.585365853658537	"Mark Olberding"	"PF"	22	80	12.4
"4223"	"philadelphia 76ers"	0.573170731707317	"Maurice Cheeks"	"PG"	22	82	12.6
"4276"	"washington wizards"	0.658536585365854	"Roger Phegley"	"SG"	22	29	9.8
"4309"	"detroit pistons"	0.365853658536585	"Terry Tyler"	"PF"	22	82	15.5
"4481"	"portland trail blazers"	0.463414634146341	"Jim Paxson"	"SG"	22	72	9.1
"4566"	"los angeles lakers"	0.731707317073171	"Ollie Mack"	"SG"	22	27	9.1
"4715"	"utah jazz"	0.341463414634146	"Carl Nicks"	"PG"	22	40	11.7
"4744"	"new york knicks"	0.609756097560976	"DeWayne Scales"	"PF"	22	44	11.5
"4816"	"utah jazz"	0.341463414634146	"John Duren"	"PG"	22	40	2.6
"4830"	"san antonio spurs"	0.634146341463415	"Johnny Moore"	"PG"	22	82	15.8
"4866"	"indiana pacers"	0.536585365853659	"Louis Orr"	"SF"	22	82	16.1
"4880"	"los angeles clippers"	0.439024390243902	"Michael Brooks"	"SF"	22	82	15.8
"4898"	"new york knicks"	0.609756097560976	"Mike Woodson"	"SG"	22	81	10.9
"4901"	"dallas mavericks"	0.182926829268293	"Monti Davis"	"PF"	22	1	-5.4
"4933"	"golden state warriors"	0.475609756097561	"Rickey Brown"	"C"	22	45	10.9
"4979"	"detroit pistons"	0.25609756097561	"Tony Fuller"	"SG"	22	15	6.9
"4985"	"los angeles clippers"	0.439024390243902	"Wally Rank"	"SF"	22	25	4
"4991"	"detroit pistons"	0.25609756097561	"Wayne Robinson"	"PF"	22	81	11.5
"5050"	"boston celtics"	0.768292682926829	"Charles Bradley"	"SG"	22	51	8.9
"5066"	"boston celtics"	0.768292682926829	"Danny Ainge"	"SG"	22	53	10.1
"5185"	"sacramento kings"	0.365853658536585	"Kevin Loder"	"SF"	22	71	12.9
"5205"	"golden state warriors"	0.548780487804878	"Lewis Lloyd"	"SG"	22	16	14.8
"5331"	"chicago bulls"	0.414634146341463	"Tracy Jackson"	"SG"	22	38	12.2
"5405"	"dallas mavericks"	0.463414634146341	"Corny Thompson"	"PF"	22	44	6
"5425"	"phoenix suns"	0.646341463414634	"David Thirdkill"	"SF"	22	49	7.5
"5433"	"denver nuggets"	0.548780487804878	"Dwight Anderson"	"PG"	22	5	10.6
"5466"	"indiana pacers"	0.24390243902439	"Guy Morgan"	"SG"	22	8	9.9
"5524"	"indiana pacers"	0.24390243902439	"Jose Slaughter"	"SG"	22	63	10.5
"5528"	"atlanta hawks"	0.524390243902439	"Keith Edmonson"	"SG"	22	32	6.8
"5593"	"san antonio spurs"	0.646341463414634	"Mike Sanders"	"SF"	22	26	14.2
"5663"	"brooklyn nets"	0.597560975609756	"Sleepy Floyd"	"PG"	22	43	12.1
"5755"	"houston rockets"	0.353658536585366	"Craig Ehlo"	"SG"	22	7	8.2
"5782"	"los angeles clippers"	0.365853658536585	"Derek Smith"	"SG"	22	61	14
"5982"	"golden state warriors"	0.451219512195122	"Russell Cross"	"C"	22	45	15.3
"6071"	"dallas mavericks"	0.536585365853659	"Charlie Sitton"	"SF"	22	43	8
"6095"	"oklahoma city thunder"	0.378048780487805	"Danny Young"	"PG"	22	3	0.5
"6162"	"los angeles clippers"	0.378048780487805	"Jay Murphy"	"PF"	22	23	-0.9
"6350"	"washington wizards"	0.48780487804878	"Tom Sewell"	"SG"	22	21	-2.7
"6365"	"denver nuggets"	0.634146341463415	"Willie White"	"SG"	22	39	10.5
"6420"	"golden state warriors"	0.365853658536585	"Chris Mullin"	"SG"	22	55	16
"6446"	"sacramento kings"	0.451219512195122	"David Cooke"	"PF"	22	6	6.7
"6490"	"philadelphia 76ers"	0.658536585365854	"Greg Stokes"	"PF"	22	31	10.6
"6539"	"atlanta hawks"	0.609756097560976	"Jon Koncak"	"C"	22	82	13
"6576"	"atlanta hawks"	0.609756097560976	"Lorenzo Charles"	"SF"	22	36	11.5
"6685"	"houston rockets"	0.621951219512195	"Steve Harris"	"SG"	22	57	14
"6692"	"philadelphia 76ers"	0.658536585365854	"Terry Catledge"	"PF"	22	64	12.6
"6741"	"los angeles clippers"	0.146341463414634	"Benoit Benjamin"	"C"	22	72	12.6
"6759"	"sacramento kings"	0.353658536585366	"Bruce Douglas"	"SG"	22	8	5.7
"6908"	"milwaukee bucks"	0.609756097560976	"Keith Smith"	"SG"	22	42	6
"6914"	"philadelphia 76ers"	0.548780487804878	"Kenny Green"	"SF"	22	19	6.5
"7032"	"milwaukee bucks"	0.609756097560976	"Scott Skiles"	"PG"	22	13	6.2
"7133"	"cleveland cavaliers"	0.51219512195122	"Chris Dudley"	"C"	22	55	12.1
"7137"	"atlanta hawks"	0.609756097560976	"Chris Washburn"	"C"	22	29	12.2
"7311"	"los angeles clippers"	0.207317073170732	"Martin Nessley"	"C"	22	35	2.9
"7437"	"golden state warriors"	0.24390243902439	"Tony White"	"PG"	22	35	11.3
"7500"	"boston celtics"	0.51219512195122	"Brian Shaw"	"SG"	22	82	12.2
"7564"	"oklahoma city thunder"	0.573170731707317	"Derrick McKey"	"SF"	22	82	15.5
"7749"	"boston celtics"	0.51219512195122	"Ramón Rivas"	"C"	22	28	9.3
"7762"	"indiana pacers"	0.341463414634146	"Richard Morton"	"PG"	22	2	12.9
"7774"	"new york knicks"	0.634146341463415	"Rod Strickland"	"PG"	22	81	18
"7826"	"miami heat"	0.182926829268293	"Todd Mitchell"	"SF"	22	22	8.8
"7850"	"san antonio spurs"	0.25609756097561	"Willie Anderson"	"SF"	22	81	16.6
"7928"	"oklahoma city thunder"	0.5	"Dana Barros"	"PG"	22	81	12.8
"7961"	"indiana pacers"	0.51219512195122	"Dyron Nix"	"SF"	22	20	8.2
"7975"	"minnesota timberwolves"	0.268292682926829	"Gary Leonard"	"C"	22	22	6.2
"8011"	"brooklyn nets"	0.207317073170732	"Jay Taylor"	"SG"	22	17	9.5
"8131"	"brooklyn nets"	0.207317073170732	"Mookie Blaylock"	"PG"	22	50	11.5
"8139"	"orlando magic"	0.219512195121951	"Nick Anderson"	"SG"	22	81	14.9
"8218"	"brooklyn nets"	0.207317073170732	"Stanley Brundy"	"SF"	22	16	10.1
"8247"	"washington wizards"	0.378048780487805	"Tom Hammonds"	"PF"	22	61	10.5
"8289"	"sacramento kings"	0.304878048780488	"Anthony Bonner"	"PF"	22	34	12.2
"8307"	"miami heat"	0.292682926829268	"Bimbo Coles"	"PG"	22	82	10.4
"8376"	"orlando magic"	0.378048780487805	"Dennis Scott"	"SG"	22	82	13
"8447"	"philadelphia 76ers"	0.536585365853659	"Jayson Williams"	"PF"	22	52	8
"8488"	"charlotte hornets"	0.317073170731707	"Kendall Gill"	"SG"	22	82	15.4
"8665"	"los angeles lakers"	0.707317073170732	"Tony Smith"	"SG"	22	64	10.9
"8671"	"golden state warriors"	0.536585365853659	"Tyrone Hill"	"PF"	22	74	10.5
"8676"	"los angeles lakers"	0.707317073170732	"Vlade Divac"	"C"	22	82	17.7
"8679"	"utah jazz"	0.658536585365854	"Walter Palmer"	"C"	22	28	8.5
"8715"	"golden state warriors"	0.670731707317073	"Billy Owens"	"PF"	22	80	15.6
"8718"	"orlando magic"	0.25609756097561	"Bison Dele"	"PF"	22	48	17.1
"8726"	"cleveland cavaliers"	0.695121951219512	"Bobby Phills"	"SG"	22	10	10
"8741"	"sacramento kings"	0.353658536585366	"Carl Thomas"	"SG"	22	1	6.4
"8750"	"detroit pistons"	0.585365853658537	"Charles Thomas"	"SG"	22	36	6.1
"8764"	"utah jazz"	0.670731707317073	"Corey Crowder"	"SF"	22	51	8.4
"8767"	"indiana pacers"	0.48780487804878	"Dale Davis"	"PF"	22	64	13.3
"8871"	"phoenix suns"	0.646341463414634	"Jerrod Mustaf"	"PF"	22	52	13.8
"8875"	"cleveland cavaliers"	0.695121951219512	"Jimmy Oliver"	"SG"	22	27	10.1
"8921"	"washington wizards"	0.304878048780488	"LaBradford Smith"	"SG"	22	48	9.6
"8934"	"los angeles clippers"	0.548780487804878	"LeRon Ellis"	"C"	22	29	8.6
"9116"	"atlanta hawks"	0.524390243902439	"Adam Keefe"	"PF"	22	82	13.6
"9127"	"charlotte hornets"	0.536585365853659	"Alonzo Mourning"	"C"	22	78	20.8
"9188"	"philadelphia 76ers"	0.317073170731707	"Clarence Weatherspoon"	"SF"	22	82	15
"9207"	"portland trail blazers"	0.621951219512195	"Dave Johnson"	"SG"	22	42	8.1
"9280"	"new york knicks"	0.731707317073171	"Hubert Davis"	"SG"	22	50	8.7
"9302"	"dallas mavericks"	0.134146341463415	"Jim Jackson"	"SF"	22	28	11
"9350"	"denver nuggets"	0.439024390243902	"LaPhonso Ellis"	"PF"	22	82	16.6
"9453"	"san antonio spurs"	0.597560975609756	"Sam Mack"	"SF"	22	40	13.7
"9537"	"utah jazz"	0.646341463414634	"Aaron Williams"	"PF"	22	6	-7
"9576"	"los angeles clippers"	0.329268292682927	"Bo Outlaw"	"SF"	22	37	14.3
"9699"	"washington wizards"	0.292682926829268	"Gheorghe Mure<U+0219>an"	"C"	22	54	17.4
"9720"	"minnesota timberwolves"	0.24390243902439	"Isaiah Rider"	"SG"	22	79	14.2
"9780"	"portland trail blazers"	0.573170731707317	"Kevin Thompson"	"C"	22	14	4.9
"9807"	"utah jazz"	0.646341463414634	"Luther Wright"	"C"	22	15	-0.4
"10060"	"golden state warriors"	0.317073170731707	"Clifford Rozier"	"C"	22	66	11.5
"10096"	"chicago bulls"	0.573170731707317	"Dickey Simpkins"	"PF"	22	59	11
"10145"	"detroit pistons"	0.341463414634146	"Grant Hill"	"SF"	22	70	19
"10169"	"minnesota timberwolves"	0.25609756097561	"Howard Eisley"	"PG"	22	34	6.6
"10233"	"miami heat"	0.390243902439024	"Khalid Reeves"	"PG"	22	67	16.9
"10325"	"golden state warriors"	0.317073170731707	"Ryan Lorthridge"	"SG"	22	37	12.9
"10342"	"orlando magic"	0.695121951219512	"Shaquille O'Neal"	"C"	22	79	28.6
"10344"	"philadelphia 76ers"	0.292682926829268	"Shawn Bradley"	"C"	22	82	14.8
"10497"	"washington wizards"	0.475609756097561	"Chris Webber"	"PF"	22	15	23.6
"10510"	"sacramento kings"	0.475609756097561	"Corliss Williamson"	"SF"	22	53	8.5
"10516"	"toronto raptors"	0.25609756097561	"Damon Stoudamire"	"PG"	22	70	16.7
"10648"	"chicago bulls"	0.878048780487805	"Jason Caffey"	"PF"	22	57	7.9
"10707"	"boston celtics"	0.402439024390244	"Larry Sykes"	"PF"	22	1	0
"10930"	"denver nuggets"	0.25609756097561	"Antonio McDyess"	"PF"	22	74	15.5
"10976"	"minnesota timberwolves"	0.48780487804878	"Chris Carr"	"SG"	22	55	13.3
"10985"	"memphis grizzlies"	0.170731707317073	"Chris Robinson"	"SG"	22	41	9.4
"11437"	"memphis grizzlies"	0.231707317073171	"Antonio Daniels"	"SG"	22	74	9.9
"11443"	"indiana pacers"	0.707317073170732	"Austin Croshere"	"PF"	22	26	7.7
"11468"	"cleveland cavaliers"	0.573170731707317	"Brevin Knight"	"PG"	22	80	17.1
"11492"	"cleveland cavaliers"	0.573170731707317	"Cedric Henderson"	"SF"	22	82	10.7
"11498"	"los angeles clippers"	0.207317073170732	"Charles Smith"	"SG"	22	23	11.1
"11508"	"toronto raptors"	0.195121951219512	"Chris Garner"	"PG"	22	38	5.6
"11575"	"boston celtics"	0.439024390243902	"Dontae' Jones"	"SF"	22	15	3.8
"11674"	"golden state warriors"	0.231707317073171	"Joe Smith"	"PF"	22	49	15.1
"11832"	"los angeles lakers"	0.74390243902439	"Shea Seals"	"SG"	22	4	4.9
"11888"	"cleveland cavaliers"	0.573170731707317	"Vitaly Potapenko"	"C"	22	80	11
"11955"	"charlotte hornets"	0.52	"Brad Miller"	"C"	22	38	21.2
"12259"	"denver nuggets"	0.28	"Raef LaFrentz"	"C"	22	12	18.9
"12335"	"san antonio spurs"	0.74	"Tim Duncan"	"PF"	22	50	23.2
"12363"	"toronto raptors"	0.46	"Vince Carter"	"SF"	22	50	19.6
"12654"	"cleveland cavaliers"	0.390243902439024	"Lari Ketner"	"PF"	22	16	8.7
"12655"	"washington wizards"	0.353658536585366	"Laron Profit"	"SG"	22	33	4.4
"12828"	"los angeles lakers"	0.817073170731707	"Tyronn Lue"	"PG"	22	8	10.5
"12838"	"minnesota timberwolves"	0.609756097560976	"Wally Szczerbiak"	"SF"	22	73	15.4
"12931"	"golden state warriors"	0.207317073170732	"Chris Porter"	"SF"	22	51	11.1
"12941"	"chicago bulls"	0.182926829268293	"Corey Benjamin"	"PG"	22	65	8.8
"12989"	"dallas mavericks"	0.646341463414634	"Dirk Nowitzki"	"PF"	22	82	22.8
"13002"	"brooklyn nets"	0.317073170731707	"Eddie Gill"	"PG"	22	8	8.9
"13132"	"golden state warriors"	0.207317073170732	"Larry Hughes"	"SG"	22	50	13.9
"13183"	"boston celtics"	0.439024390243902	"Milt Palacio"	"PG"	22	58	12.3
"13205"	"phoenix suns"	0.621951219512195	"Paul McPherson"	"PG"	22	33	10.8
"13433"	"philadelphia 76ers"	0.524390243902439	"Damone Brown"	"SF"	22	17	1.6
"13602"	"charlotte hornets"	0.536585365853659	"Kirk Haston"	"PF"	22	15	4
"13606"	"los angeles clippers"	0.475609756097561	"Lamar Odom"	"SF"	22	29	13.7
"13669"	"chicago bulls"	0.25609756097561	"Norm Richardson"	"SG"	22	8	11.6
"13813"	"indiana pacers"	0.585365853658537	"Al Harrington"	"SF"	22	82	12.4
"13865"	"boston celtics"	0.536585365853659	"Bruno Šundov"	"C"	22	26	1.2
"13884"	"toronto raptors"	0.292682926829268	"Chris Jefferies"	"SF"	22	51	6.8
"13986"	"boston celtics"	0.536585365853659	"J.R. Bremer"	"PG"	22	64	12.7
"14060"	"los angeles clippers"	0.329268292682927	"Keyon Dooling"	"SG"	22	55	9.6
"14114"	"golden state warriors"	0.463414634146341	"Mike Dunleavy"	"SF"	22	82	12.5
"14137"	"memphis grizzlies"	0.341463414634146	"Pau Gasol"	"PF"	22	82	20.7
"14217"	"detroit pistons"	0.609756097560976	"Tayshaun Prince"	"SF"	22	42	11.7
"14239"	"golden state warriors"	0.463414634146341	"Troy Murphy"	"PF"	22	79	15.9
